@relation indoor_images
@attribute filename string
@attribute class {ELEVATOR,CLOSET}
@data
Maple_DH_Closet_Propped.jpg,CLOSET
Maple_Raised_Panel_WI_1.jpg,CLOSET
Maple_Raised_Panel_WI_2.jpg,CLOSET
Maple_Tower_Doors.jpg,CLOSET
Maple_Walk_in_Closet.jpg,CLOSET
master_closet.jpg,CLOSET
master_closet56.jpg,CLOSET
Master_Closet2.jpg,CLOSET
Master-Closet.jpg,CLOSET
master_SCI132.jpg,CLOSET
MasterSuiteBoyBR.jpg,CLOSET
MasterSuiteLaminateWI.jpg,CLOSET
MasterSuiteLaminateWIBR.jpg,CLOSET
MasterSuiteLrg.jpg,CLOSET
MasterSuiteMapleLamWIBedrm.jpg,CLOSET
MasterSuiteSuperSlide.jpg,CLOSET
MasterSuiteTrad.jpg,CLOSET
MasterSuiteWhiteRI.jpg,CLOSET
MasterSuiteWI.jpg,CLOSET
N43m.jpg,CLOSET
NFD_30ClosetMaid.jpg,CLOSET
One_of_2_Closets_in_Master_Bedroom_A_Walk_In_Closet.jpg,CLOSET
Open_Closet.jpg,CLOSET
p3_a.jpg,CLOSET
PeterCloset1edit.jpg,CLOSET
section_closet.jpg,CLOSET
showroom.jpg,CLOSET
smallsp019.jpg,CLOSET
St_Ann_s_Clothes_Closet.jpg,CLOSET
thumb_l_31.jpg,CLOSET
twincitiesclosets.jpg,CLOSET
url.jpg,CLOSET
url5678.jpg,CLOSET
url_1.jpg,CLOSET
Walk_In_Closet_1.jpg,CLOSET
WC_Door.jpg,CLOSET
WC_Hutch.jpg,CLOSET
WC_Island.jpg,CLOSET
WC_Tower.jpg,CLOSET
WhiteCloset_Small_.jpg,CLOSET
WH_Raised_Panel_RI.jpg,CLOSET
WH_RI_with_SuperSlide.jpg,CLOSET
WH_WI.jpg,CLOSET
WH_WI_with_Full_Island.jpg,CLOSET
WH_WI_with_Models.jpg,CLOSET
WH_WI_with_SuperSlide.jpg,CLOSET
windowslivewritercreateextrastoragespaceinyourhome_e397closet3_1.jpg,CLOSET
