@relation indoor_images
@attribute filename string
@attribute class {ELEVATOR,FLORIST,CLOSET}
@data
florist_59_21_flickr.jpg,FLORIST
florist_64_05_flickr.jpg,FLORIST
florist_73_06_flickr.jpg,FLORIST
florist_83_07_flickr.jpg,FLORIST
florist_85_16_flickr.jpg,FLORIST
florist_86_15_flickr.jpg,FLORIST
floristeria.jpg,FLORIST
floristeria1.jpg,FLORIST
floristeria2.jpg,FLORIST
floristeria3.jpg,FLORIST
floristeria61.jpg,FLORIST
Floristeria002.jpg,FLORIST
floristeria_belinda.jpg,FLORIST
FLORISTERIA-CASAMITJANA-2.jpg,FLORIST
florist_interior.jpg,FLORIST
florist_shop.jpg,FLORIST
Flower_shop_Kuala_Lumpur.jpg,FLORIST
flower_shop_spring_2006.jpg,FLORIST
ildo_encabo_150206_c_ok.jpg,FLORIST
image002.jpg,FLORIST
MVC_107S.jpg,FLORIST
p1_1.jpg,FLORIST
r0.jpg,FLORIST
rt_wall.jpg,FLORIST
scai_fev_07_9.jpg,FLORIST
star_florist.jpg,FLORIST
tienda_005.jpg,FLORIST
vente_de_fleurs_et_compositions_CAP1.jpg,FLORIST
1.jpg,CLOSET
5.jpg,CLOSET
8c.jpg,CLOSET
148t.jpg,CLOSET
152t.jpg,CLOSET
0207_closet.jpg,CLOSET
2007_09_07_nursery_WhiteelfaKidsReachInCloset.jpg,CLOSET
2534RiverbendRd_196.jpg,CLOSET
082806_the_stash_closet.jpg,CLOSET
816977_Orig.jpg,CLOSET
10022250_2T.jpg,CLOSET
458309322_42d901b9d8.jpg,CLOSET
458309564_4e61036dc8.jpg,CLOSET
075381028905.jpg,CLOSET
075381028998.jpg,CLOSET
AT_01_4A_1891_30_l.jpg,CLOSET
banner2.jpg,CLOSET
BedroomCloset.jpg,CLOSET
CherryCloset.jpg,CLOSET
CherryCloset_Small_.jpg,CLOSET
child2.jpg,CLOSET
Chrome_Sidelines_Baskets.jpg,CLOSET
closet.jpg,CLOSET
closet1.jpg,CLOSET
closet01.jpg,CLOSET
closet2.jpg,CLOSET
closet2_1.jpg,CLOSET
closet2i.jpg,CLOSET
closet4.jpg,CLOSET
closet05.jpg,CLOSET
closet6_lg.jpg,CLOSET
closet26.jpg,CLOSET
closet31.jpg,CLOSET
closet32.jpg,CLOSET
closet33.jpg,CLOSET
closet34.jpg,CLOSET
closet35.jpg,CLOSET
closet36.jpg,CLOSET
closet37.jpg,CLOSET
closet38.jpg,CLOSET
closet64.jpg,CLOSET
closet9713.jpg,CLOSET
closet12345.jpg,CLOSET
closet_1.jpg,CLOSET
closet_2.jpg,CLOSET
closet_02_450.jpg,CLOSET
closet_4.jpg,CLOSET
closet_05.jpg,CLOSET
closet_6.jpg,CLOSET
CLOSET1_gif.jpg,CLOSET
closet_after_2.jpg,CLOSET
Closet_After_1_.jpg,CLOSET
Closet_Before_1_.jpg,CLOSET
closet_design_lg_gif.jpg,CLOSET
closet_gif.jpg,CLOSET
closetmaid1new.jpg,CLOSET
Closet_main_page_415x319.jpg,CLOSET
closet_open.jpg,CLOSET
closet_organizer.jpg,CLOSET
closet_rack.jpg,CLOSET
closets.jpg,CLOSET
Closet_shelves_storage_MKOVR0605_de.jpg,CLOSET
closet_systems.jpg,CLOSET
closet_ts.jpg,CLOSET
closet_works_wall_hung.jpg,CLOSET
Clothed_Closet3_photo_300px_22Mar00.jpg,CLOSET
Clothed_Closet_photo_300px_22Mar00.jpg,CLOSET
Cognac_RI_Cropped_Shot.jpg,CLOSET
custom_closet.jpg,CLOSET
df_0_0.jpg,CLOSET
digimarc.jpg,CLOSET
Duluth_CherryX.jpg,CLOSET
elfaDecorBrchWhtDreamCloset_l.jpg,CLOSET
fl.jpg,CLOSET
gallery_1_large_schulte_closets.jpg,CLOSET
granet_closet.jpg,CLOSET
graphic_home.jpg,CLOSET
Haley_Custom_Closet_450.jpg,CLOSET
how_to_design_a_mans_closet_1.jpg,CLOSET
img_closet.jpg,CLOSET
JLH_deluxemaplea.jpg,CLOSET
lamCloset.jpg,CLOSET
Laminated_Clothing_Closet.jpg,CLOSET
Laminated_Clothing_Closet_1.jpg,CLOSET
LargeWalkin.jpg,CLOSET
main.jpg,CLOSET
main_closet.jpg,CLOSET
MainPageCloset2.jpg,CLOSET
Maple_DH_Closet_Propped.jpg,CLOSET
Maple_Raised_Panel_WI_1.jpg,CLOSET
Maple_Raised_Panel_WI_2.jpg,CLOSET
Maple_Tower_Doors.jpg,CLOSET
Maple_Walk_in_Closet.jpg,CLOSET
master_closet.jpg,CLOSET
master_closet56.jpg,CLOSET
Master_Closet2.jpg,CLOSET
Master-Closet.jpg,CLOSET
master_SCI132.jpg,CLOSET
MasterSuiteBoyBR.jpg,CLOSET
MasterSuiteLaminateWI.jpg,CLOSET
MasterSuiteLaminateWIBR.jpg,CLOSET
MasterSuiteLrg.jpg,CLOSET
MasterSuiteMapleLamWIBedrm.jpg,CLOSET
MasterSuiteSuperSlide.jpg,CLOSET
MasterSuiteTrad.jpg,CLOSET
MasterSuiteWhiteRI.jpg,CLOSET
MasterSuiteWI.jpg,CLOSET
N43m.jpg,CLOSET
NFD_30ClosetMaid.jpg,CLOSET
One_of_2_Closets_in_Master_Bedroom_A_Walk_In_Closet.jpg,CLOSET
Open_Closet.jpg,CLOSET
p3_a.jpg,CLOSET
PeterCloset1edit.jpg,CLOSET
section_closet.jpg,CLOSET
showroom.jpg,CLOSET
smallsp019.jpg,CLOSET
St_Ann_s_Clothes_Closet.jpg,CLOSET
thumb_l_31.jpg,CLOSET
twincitiesclosets.jpg,CLOSET
url.jpg,CLOSET
url5678.jpg,CLOSET
url_1.jpg,CLOSET
Walk_In_Closet_1.jpg,CLOSET
WC_Door.jpg,CLOSET
WC_Hutch.jpg,CLOSET
WC_Island.jpg,CLOSET
WC_Tower.jpg,CLOSET
WhiteCloset_Small_.jpg,CLOSET
WH_Raised_Panel_RI.jpg,CLOSET
WH_RI_with_SuperSlide.jpg,CLOSET
WH_WI.jpg,CLOSET
WH_WI_with_Full_Island.jpg,CLOSET
WH_WI_with_Models.jpg,CLOSET
WH_WI_with_SuperSlide.jpg,CLOSET
windowslivewritercreateextrastoragespaceinyourhome_e397closet3_1.jpg,CLOSET
